1	144	368	315	1	5
1	0	352	310	0	4
1	16	352	311	0	4
1	32	352	311	0	4
1	48	352	311	0	4
1	64	352	311	0	4
1	80	352	311	0	4
1	96	352	311	1	4
1	112	352	311	1	4
1	128	352	311	1	4
1	144	352	312	1	4
1	144	416	315	1	5
14	224	352	10	2	4
14	240	352	10	2	4
14	256	352	10	3	4
14	272	352	10	3	4

14	384	336	10	4	4
14	400	336	10	4	4
14	416	336	10	5	4
14	432	336	10	5	4
14	448	336	10	5	4

14	608	288	10	7	3
14	624	288	10	7	3
14	656	288	10	7	3

14	640	368	10	7	5
14	656	368	10	7	5

14	752	320	10	9	4
14	752	336	10	9	4
14	752	352	10	9	4
14	752	368	10	9	5
14	768	368	10	9	5
14	784	368	10	9	5
14	800	368	10	9	5

14	864	336	10	10	4
14	864	352	10	10	4
14	864	368	10	10	5
14	864	384	10	10	5
14	880	384	10	10	5
14	896	384	10	10	5
14	944	336	10	11	4
14	944	352	10	11	4

14	960	400	10	11	5
14	976	400	10	11	5
14	992	400	10	11	5
14	1008	400	10	12	5

14	1024	352	10	12	4
14	1040	352	10	12	4
14	1056	352	10	12	4
14	1072	352	10	12	4

14	1168	384	10	14	5
14	1184	384	10	14	5
14	1200	384	10	14	5
14	1216	384	10	14	5

14	1184	304	10	14	4
14	1200	304	10	14	4
14	1216	304	10	14	4
14	1232	304	10	14	4

14	1264	368	10	15	5
14	1280	368	10	15	5

14	1392	304	10	16	4
14	1408	304	10	16	4
14	1424	304	10	17	4

14	1536	304	10	18	4

14	1536	368	10	18	5
14	1536	384	10	18	5
14	1536	400	10	18	5
14	1552	400	10	18	5
14	1568	400	10	18	5
14	1584	400	10	19	5

14	1728	288	10	20	3
14	1728	304	10	20	4
14	1728	320	10	20	4

14	1776	368	10	21	5
14	1792	368	10	21	5
14	1808	368	10	21	5
1	144	400	315	1	5
1	186	2150	303	2	29
1	186	2166	304	2	29
1	186	2182	304	2	29
1	186	2198	304	2	30
1	186	2214	304	2	30
1	186	2230	304	2	30
1	186	2246	305	2	30
1	144	384	315	1	5
#End Brick
1	1920	400	300	23	5
1	1936	400	301	23	5
1	1952	400	301	23	5
1	1968	400	301	23	5
1	1984	400	301	23	5
1	2000	400	301	24	5
1	2016	400	301	24	5
1	2032	400	302	24	5

1	1920	416	303	23	5
1	1936	416	304	23	5
1	1952	416	304	23	5
1	1968	416	304	23	5
1	1984	416	304	23	5
1	2000	416	304	24	5
1	2016	416	304	24	5
1	2032	416	305	24	5

#pipe screen 2
1	2432	384	40	29	5
1	2448	384	42	29	5
1	2433	400	41	29	5
1	2448	400	43	29	5

#brick screen 2
1	2304	416	3	27	5
1	2320	416	2	27	5
1	2336	416	2	28	5
1	2352	416	2	28	5
1	2368	416	2	28	5
1	2384	416	2	28	5
1	2400	416	2	28	5
1	2416	416	2	29	5
1	2432	416	2	29	5
1	2448	416	2	29	5
1	2464	416	2	29	5
1	2480	416	2	29	5
1	2496	416	2	30	5
1	2512	416	2	30	5
1	2528	416	2	30	5
1	2544	416	2	30	5
1	2560	416	2	30	5
1	2576	416	2	31	5
1	2592	416	2	31	5
1	2608	416	2	31	5
1	2624	416	2	31	5
1	2640	416	2	31	5
1	2656	416	2	32	5
1	2672	416	2	32	5
1	2688	416	2	32	5
1	2704	416	2	32	5
1	2720	416	2	32	5
1	2736	416	2	32	5
1	2752	416	2	33	5
1	2768	416	2	33	5
1	2784	416	2	33	5
1	2800	416	2	33	5
1	2816	416	4	33	5

#upside brick
5	1968	368	11	23	5
5	1984	368	11	23	5
5	2000	368	11	24	5

#end brick
1	2032	384	9	24	5
1	2032	368	9	24	5
1	2032	352	9	24	4
1	2032	336	9	24	4
1	2032	320	9	24	4
1	2032	304	9	24	4
1	2032	288	9	24	3
1	2032	272	9	24	3
1	2032	256	9	24	3
1	2032	240	9	24	3
1	2032	224	9	24	3

# Move Bar
27	368	320	333	4	4
27	592	304	333	7	4
27	560	352	333	6	4
27	624	400	333	7	5
27	752	336	333	9	4
27	1088	384	333	13	5
27	1200	320	333	14	4
27	1376	352	333	16	4
27	1408	336	333	16	4
27	1552	304	333	18	4
27	1776	336	333	21	4
27	1744	382	333	21	5
27	1792	416	333	21	5

# COIN

6	337	304	12	4	4
6	353	304	12	4	4
6	369	304	12	4	4

6	417	272	12	5	3
6	433	272	12	5	3
6	449	272	12	5	3

6	785	304	12	9	4
6	801	304	12	9	4
6	817	304	12	9	4

6	865	272	12	10	3
6	881	272	12	10	3
6	897	272	12	10	3

6	1329	288	12	16	3
6	1345	288	12	16	3
6	1361	288	12	16	3

6	1505	272	12	18	3
6	1505	288	12	18	3
6	1505	304	12	18	4
6	1505	320	12	18	4
6	1505	336	12	18	4
6	1505	352	12	18	4
6	1505	368	12	18	5
6	1505	384	12	18	5

6	1889	304	12	22	4
6	1905	304	12	22	4
6	1921	304	12	23	4

20	2704	328	111	32	4

#pipe
1	1936	336	40	23	4
1	1952	336	42	23	4
1	1937	352	41	23	4
1	1952	352	43	23	4
1	1937	368	41	23	5
1	1952	368	43	23	5
1	1937	384	41	23	5
1	1952	384	43	23	5

#switch
13	1936	336	11	23	4	2440	340

#QBRICK
7	640	288	117	7	3	2	1
7	1232	288	117	14	3	2	1
7	960	352	117	11	4	1	1
7	1008	352	117	12	4	0	10
7	1536	288	117	18	3	0	10

#KOOPAS
3	1070	300	39	12	4	1
3	2000	300	39	24	4	1

#FLYKOOPAS
10	1873	300	15	22	4	280	384	1

# portal
50	2840	384	0	34	5	2845	416	1
