1	0	416	3	0	5
1	16	416	2	0	5
1	32	416	2	0	5
1	48	416	2	0	5
1	64	416	2	0	5
1	80	416	2	0	5
1	96	416	2	1	5
1	112	416	2	1	5
1	128	416	2	1	5
1	144	416	2	1	5
1	160	416	2	1	5
1	176	416	2	2	5
1	192	416	2	2	5
1	208	416	2	2	5
1	224	416	2	2	5
1	240	416	2	2	5
1	256	416	2	3	5
1	272	416	2	3	5
1	288	416	2	3	5
1	304	416	2	3	5
1	320	416	2	3	5
1	336	416	2	4	5
1	352	416	2	4	5
1	368	416	2	4	5
1	384	416	2	4	5
1	400	416	2	4	5
1	416	416	2	5	5
1	432	416	2	5	5
1	448	416	2	5	5
1	464	416	2	5	5
1	480	416	2	5	5
1	496	416	2	5	5
1	512	416	2	6	5
1	528	416	2	6	5
1	544	416	2	6	5
1	560	416	2	6	5
1	576	416	2	6	5
1	592	416	2	7	5
1	608	416	2	7	5
1	624	416	2	7	5
1	640	416	5	7	5
1	656	416	6	7	5
1	672	416	6	8	5
1	688	416	6	8	5
1	704	416	6	8	5
1	720	416	6	8	5
1	736	416	6	8	5
1	752	416	6	9	5
1	768	416	6	9	5
1	784	416	6	9	5
1	800	416	6	9	5
1	816	416	6	9	5
1	832	416	6	10	5
1	848	416	6	10	5
1	864	416	6	10	5
1	880	416	6	10	5
1	896	416	6	10	5
1	912	416	6	10	5
1	928	416	6	11	5
1	944	416	6	11	5
1	960	416	6	11	5
1	976	416	6	11	5
1	992	416	6	11	5
1	1008	416	6	12	5
1	1024	416	6	12	5
1	1040	416	6	12	5
1	1056	416	6	12	5
1	1072	416	6	12	5
1	1088	416	7	13	5
1	640	400	3	7	5
1	656	400	2	7	5
1	672	400	2	8	5
1	688	400	2	8	5
1	704	400	2	8	5
1	720	400	2	8	5
1	736	400	2	8	5
1	752	400	2	9	5
1	768	400	2	9	5
1	784	400	2	9	5
1	800	400	2	9	5
1	816	400	2	9	5
1	832	400	2	10	5
1	848	400	2	10	5
1	864	400	2	10	5
1	880	400	2	10	5
1	896	400	2	10	5
1	912	400	2	10	5
